[ 2012-05-03T09:21:03+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000284s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002118s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000209s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002251s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000187s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002355s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000185s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002145s ]
[ 2012-05-03T09:46:42+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000164s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002160s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000184s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002473s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000170s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002121s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000229s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002109s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000164s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002140s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000144s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002122s ]
[ 2012-05-03T09:46:43+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000189s ]
[ 2012-05-03T09:47:01+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000229s ]
[ 2012-05-03T09:47:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002495s ]
[ 2012-05-03T09:47:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` [ RunTime:0.000194s ]
[ 2012-05-03T09:47:17+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:17+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000213s ]
[ 2012-05-03T09:47:17+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002111s ]
[ 2012-05-03T09:47:17+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000325s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000132s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002146s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000176s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000133s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002232s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000151s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000200s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002457s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000200s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000178s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002172s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000145s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000133s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002178s ]
[ 2012-05-03T09:47:18+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000175s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000132s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002194s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000183s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000222s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002176s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000154s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000127s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002119s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000147s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000211s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002289s ]
[ 2012-05-03T09:47:19+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE ( `id` = 1 ) LIMIT 1  [ RunTime:0.000219s ]
[ 2012-05-03T09:48:48+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:48+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000227s ]
[ 2012-05-03T09:48:48+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002663s ]
[ 2012-05-03T09:48:48+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000304s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000139s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002113s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000197s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000131s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002644s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000220s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000131s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002181s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000176s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000133s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002227s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000175s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000132s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002494s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000220s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000225s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002205s ]
[ 2012-05-03T09:48:49+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000177s ]
[ 2012-05-03T09:48:50+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:50+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000137s ]
[ 2012-05-03T09:48:50+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002731s ]
[ 2012-05-03T09:48:50+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000166s ]
[ 2012-05-03T09:48:55+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:55+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000227s ]
[ 2012-05-03T09:48:55+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002442s ]
[ 2012-05-03T09:48:55+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000381s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000131s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002357s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000219s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000139s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002173s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000147s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000134s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002250s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000219s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000139s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002134s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000197s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000133s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002127s ]
[ 2012-05-03T09:48:56+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000182s ]
[ 2012-05-03T09:49:01+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000866s ]
[ 2012-05-03T09:49:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002455s ]
[ 2012-05-03T09:49:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000220s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000131s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002170s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000174s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000131s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002463s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000198s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000146s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002355s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000133s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000157s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002105s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000146s ]
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000135s ]
[ 2012-05-03T09:49:03+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002099s ]
[ 2012-05-03T09:49:03+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000176s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000359s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002126s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000311s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000133s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002248s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000182s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000217s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002105s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000177s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000187s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002969s ]
[ 2012-05-03T09:49:24+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000190s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000147s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002132s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000177s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000147s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002412s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000221s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000184s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002349s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000223s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000132s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002331s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000183s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000132s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002279s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000222s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000190s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002258s ]
[ 2012-05-03T09:49:25+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000165s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000167s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002450s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000205s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000225s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002189s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000203s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000137s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002214s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000224s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000187s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002231s ]
